date,store_id,product_id,product_category,price,discount,promotion,units_sold,inventory,supplier_lead_time,holiday,weekday,temperature,rainfall,stockout_risk
2023-12-19,STORE_02,P009,Home & Kitchen,96.39,0.0,0,77,760,3,0,Tuesday,11.9,0.0,0
2023-12-20,STORE_02,P009,Home & Kitchen,77.11,0.2,1,180,580,3,1,Wednesday,3.4,16.4,0
2023-12-21,STORE_02,P009,Home & Kitchen,67.47,0.3,1,190,390,3,1,Thursday,10.3,0.0,0
2023-12-22,STORE_02,P009,Home & Kitchen,77.11,0.2,1,179,211,3,1,Friday,7.3,0.0,1
2023-12-23,STORE_02,P009,Home & Kitchen,77.11,0.2,1,211,877,3,1,Saturday,1.8,8.67,0
2023-12-24,STORE_02,P009,Home & Kitchen,67.47,0.3,1,234,643,3,1,Sunday,6.1,0.0,0
2023-12-25,STORE_02,P009,Home & Kitchen,77.11,0.2,1,201,442,3,1,Monday,6.4,2.7,0
2023-12-26,STORE_02,P009,Home & Kitchen,67.47,0.3,1,181,261,3,1,Tuesday,7.5,0.0,1
2023-12-27,STORE_02,P009,Home & Kitchen,77.11,0.2,1,190,71,3,1,Wednesday,1.4,0.0,1
2023-12-28,STORE_02,P009,Home & Kitchen,67.47,0.3,1,71,877,3,1,Thursday,9.3,25.33,0
2023-12-29,STORE_02,P009,Home & Kitchen,67.47,0.3,1,187,690,3,1,Friday,6.3,5.16,0
2023-12-30,STORE_02,P009,Home & Kitchen,86.75,0.1,1,250,440,3,1,Saturday,3.2,0.0,1
2023-12-31,STORE_02,P009,Home & Kitchen,77.11,0.2,1,269,171,3,1,Sunday,8.3,3.58,1
2024-01-01,STORE_02,P009,Home & Kitchen,86.75,0.1,1,126,45,3,0,Monday,7.2,0.0,1
2024-01-02,STORE_02,P009,Home & Kitchen,96.39,0.0,0,45,877,3,0,Tuesday,5.7,0.0,0
2024-01-03,STORE_02,P009,Home & Kitchen,96.39,0.0,0,74,803,3,0,Wednesday,5.7,0.0,0
2024-01-04,STORE_02,P009,Home & Kitchen,96.39,0.0,0,88,715,3,0,Thursday,5.4,0.0,0
2024-01-05,STORE_02,P009,Home & Kitchen,96.39,0.0,0,97,618,3,0,Friday,1.8,0.0,0
2024-01-06,STORE_02,P009,Home & Kitchen,96.39,0.0,0,98,520,3,0,Saturday,3.5,0.0,0
2024-01-07,STORE_02,P009,Home & Kitchen,96.39,0.0,0,117,403,3,0,Sunday,5.5,5.99,0
2024-01-08,STORE_02,P009,Home & Kitchen,86.75,0.1,1,121,282,3,0,Monday,5.3,,0
2024-01-09,STORE_02,P009,Home & Kitchen,96.39,0.0,0,89,193,3,0,Tuesday,5.0,3.41,0
2024-01-10,STORE_02,P009,Home & Kitchen,96.39,,0,82,988,3,0,Wednesday,2.1,0.0,0
2024-01-11,STORE_02,P009,Home & Kitchen,96.39,0.0,0,88,900,3,0,Thursday,3.3,0.0,0
2024-01-12,STORE_02,P009,Home & Kitchen,96.39,0.0,0,72,828,3,0,Friday,2.4,0.0,0
2024-01-13,STORE_02,P009,Home & Kitchen,77.11,0.2,1,176,652,3,0,Saturday,9.0,0.0,0
2024-01-14,STORE_02,P009,Home & Kitchen,86.75,0.1,1,160,492,3,0,Sunday,5.1,0.69,0
2024-01-15,STORE_02,P009,Home & Kitchen,96.39,0.0,0,75,417,3,0,Monday,9.9,,0
2024-01-16,STORE_02,P009,Home & Kitchen,96.39,0.0,0,79,338,3,0,Tuesday,5.8,,0
2024-01-17,STORE_02,P009,Home & Kitchen,96.39,0.0,0,88,250,3,0,Wednesday,1.6,0.0,0
2024-01-18,STORE_02,P009,Home & Kitchen,96.39,0.0,0,77,1050,3,0,Thursday,6.8,0.0,0
2024-01-19,STORE_02,P009,Home & Kitchen,96.39,0.0,0,87,963,3,0,Friday,3.4,0.0,0
2024-01-20,STORE_02,P009,Home & Kitchen,96.39,0.0,0,107,856,3,0,Saturday,1.7,0.44,0
2024-01-21,STORE_02,P009,Home & Kitchen,96.39,0.0,0,116,740,3,0,Sunday,7.8,0.0,0
2024-01-22,STORE_02,P009,Home & Kitchen,96.39,0.0,0,82,658,3,0,Monday,4.7,0.0,0
2024-01-23,STORE_02,P009,Home & Kitchen,96.39,0.0,0,80,578,3,0,Tuesday,4.8,8.23,0
2024-01-24,STORE_02,P009,Home & Kitchen,77.11,0.2,1,137,441,3,0,Wednesday,12.3,0.0,0
2024-01-25,STORE_02,P009,Home & Kitchen,96.39,0.0,0,90,351,3,0,Thursday,3.3,0.15,0
2024-01-26,STORE_02,P009,Home & Kitchen,96.39,0.0,0,91,260,3,0,Friday,1.7,0.0,0
2024-01-27,STORE_02,P009,Home & Kitchen,96.39,0.0,0,128,1009,3,0,Saturday,2.7,0.0,0
2024-01-28,STORE_02,P009,Home & Kitchen,67.47,0.3,1,157,852,3,0,Sunday,9.7,2.41,0
2024-01-29,STORE_02,P009,Home & Kitchen,96.39,0.0,0,68,784,3,0,Monday,-1.7,0.0,0
2024-01-30,STORE_02,P009,Home & Kitchen,96.39,0.0,0,93,691,3,0,Tuesday,4.8,0.0,0
2024-01-31,STORE_02,P009,Home & Kitchen,96.39,0.0,0,86,605,3,0,Wednesday,1.5,0.0,0
2024-02-01,STORE_02,P009,Home & Kitchen,96.39,0.0,0,86,519,3,0,Thursday,10.0,0.0,0
2024-02-02,STORE_02,P009,Home & Kitchen,96.39,0.0,0,83,436,3,0,Friday,-4.3,0.0,0
2024-02-03,STORE_02,P009,Home & Kitchen,96.39,0.0,0,126,310,3,0,Saturday,4.4,0.0,0
2024-02-04,STORE_02,P009,Home & Kitchen,96.39,0.0,0,120,190,3,0,Sunday,9.8,0.0,1
2024-02-05,STORE_02,P009,Home & Kitchen,86.75,0.1,1,152,915,3,0,Monday,3.5,0.0,0
2024-02-06,STORE_02,P009,Home & Kitchen,96.39,0.0,0,85,830,3,0,Tuesday,11.1,0.0,0
2024-02-07,STORE_02,P009,Home & Kitchen,77.11,0.2,1,117,713,3,0,Wednesday,6.3,7.83,0
2024-02-08,STORE_02,P009,Home & Kitchen,67.47,0.3,1,117,596,3,0,Thursday,7.0,8.98,0
2024-02-09,STORE_02,P009,Home & Kitchen,96.39,0.0,0,107,489,3,0,Friday,10.1,0.0,0
2024-02-10,STORE_02,P009,Home & Kitchen,96.39,0.0,0,107,382,3,0,Saturday,8.8,0.0,0
2024-02-11,STORE_02,P009,Home & Kitchen,96.39,,0,114,268,3,0,Sunday,6.1,0.0,0
2024-02-12,STORE_02,P009,Home & Kitchen,96.39,0.0,0,84,1061,3,0,Monday,12.7,1.95,0
2024-02-13,STORE_02,P009,Home & Kitchen,96.39,0.0,0,89,972,3,0,Tuesday,2.9,0.0,0
2024-02-14,STORE_02,P009,Home & Kitchen,96.39,,0,87,885,3,0,Wednesday,10.7,0.0,0
2024-02-15,STORE_02,P009,Home & Kitchen,96.39,0.0,0,80,805,3,0,Thursday,11.2,4.34,0
2024-02-16,STORE_02,P009,Home & Kitchen,86.75,0.1,1,129,676,3,0,Friday,5.7,0.0,0
2024-02-17,STORE_02,P009,Home & Kitchen,96.39,0.0,0,101,575,3,0,Saturday,9.1,0.0,0
2024-02-18,STORE_02,P009,Home & Kitchen,96.39,0.0,0,131,444,3,0,Sunday,4.6,0.85,0
2024-02-19,STORE_02,P009,Home & Kitchen,96.39,0.0,0,83,361,3,0,Monday,10.8,7.09,0
2024-02-20,STORE_02,P009,Home & Kitchen,96.39,0.0,0,75,286,3,0,Tuesday,12.5,0.0,0
2024-02-21,STORE_02,P009,Home & Kitchen,96.39,0.0,0,84,1079,3,0,Wednesday,12.9,1.43,0
2024-02-22,STORE_02,P009,Home & Kitchen,96.39,0.0,0,92,987,3,0,Thursday,7.5,0.0,0
2024-02-23,STORE_02,P009,Home & Kitchen,96.39,0.0,0,83,904,3,0,Friday,4.3,3.37,0
2024-02-24,STORE_02,P009,Home & Kitchen,86.75,0.1,1,194,710,3,0,Saturday,4.3,0.0,0
2024-02-25,STORE_02,P009,Home & Kitchen,96.39,0.0,0,116,594,3,0,Sunday,14.0,0.62,0
2024-02-26,STORE_02,P009,Home & Kitchen,96.39,0.0,0,88,506,3,0,Monday,4.5,0.0,0
2024-02-27,STORE_02,P009,Home & Kitchen,96.39,,0,88,418,3,0,Tuesday,8.5,,0
2024-02-28,STORE_02,P009,Home & Kitchen,77.11,0.2,1,134,284,3,0,Wednesday,9.2,0.0,0
2024-02-29,STORE_02,P009,Home & Kitchen,96.39,0.0,0,90,194,3,0,Thursday,13.6,11.75,0
2024-03-01,STORE_02,P009,Home & Kitchen,96.39,0.0,0,88,983,3,0,Friday,5.1,5.89,0
2024-03-02,STORE_02,P009,Home & Kitchen,96.39,0.0,0,122,861,3,0,Saturday,5.0,1.7,0
2024-03-03,STORE_02,P009,Home & Kitchen,96.39,0.0,0,122,739,3,0,Sunday,15.0,0.0,0
2024-03-04,STORE_02,P009,Home & Kitchen,96.39,0.0,0,105,634,3,0,Monday,11.5,0.0,0
2024-03-05,STORE_02,P009,Home & Kitchen,96.39,0.0,0,79,555,3,0,Tuesday,14.4,,0
2024-03-06,STORE_02,P009,Home & Kitchen,96.39,0.0,0,82,473,3,0,Wednesday,9.6,0.0,0
2024-03-07,STORE_02,P009,Home & Kitchen,96.39,0.0,0,113,360,3,0,Thursday,13.0,0.0,0
2024-03-08,STORE_02,P009,Home & Kitchen,96.39,0.0,0,93,267,3,0,Friday,9.3,0.0,0
2024-03-09,STORE_02,P009,Home & Kitchen,77.11,0.2,1,186,958,3,0,Saturday,13.7,0.0,0
2024-03-10,STORE_02,P009,Home & Kitchen,86.75,0.1,1,153,805,3,0,Sunday,14.7,0.0,0
2024-03-11,STORE_02,P009,Home & Kitchen,96.39,0.0,0,107,698,3,0,Monday,12.7,0.0,0
2024-03-12,STORE_02,P009,Home & Kitchen,96.39,0.0,0,89,609,3,0,Tuesday,17.4,0.0,0
2024-03-13,STORE_02,P009,Home & Kitchen,96.39,0.0,0,91,518,3,0,Wednesday,12.9,0.0,0
2024-03-14,STORE_02,P009,Home & Kitchen,96.39,0.0,0,91,427,3,0,Thursday,10.2,,0
2024-03-15,STORE_02,P009,Home & Kitchen,96.39,0.0,0,90,337,3,0,Friday,13.1,0.0,0
2024-03-16,STORE_02,P009,Home & Kitchen,67.47,0.3,1,156,181,3,0,Saturday,12.6,0.0,1
2024-03-17,STORE_02,P009,Home & Kitchen,96.39,0.0,0,119,939,3,0,Sunday,14.6,0.0,0
2024-03-18,STORE_02,P009,Home & Kitchen,96.39,0.0,0,81,858,3,0,Monday,10.7,0.07,0
2024-03-19,STORE_02,P009,Home & Kitchen,86.75,0.1,1,127,731,3,0,Tuesday,6.9,0.0,0
2024-03-20,STORE_02,P009,Home & Kitchen,96.39,0.0,0,97,634,3,0,Wednesday,13.2,35.38,0
2024-03-21,STORE_02,P009,Home & Kitchen,96.39,0.0,0,108,526,3,0,Thursday,18.4,0.0,0
2024-03-22,STORE_02,P009,Home & Kitchen,96.39,0.0,0,88,438,3,0,Friday,9.8,0.0,0
2024-03-23,STORE_02,P009,Home & Kitchen,96.39,0.0,0,116,322,3,0,Saturday,17.8,0.0,0
2024-03-24,STORE_02,P009,Home & Kitchen,96.39,0.0,0,100,222,3,0,Sunday,15.7,0.0,1
2024-03-25,STORE_02,P009,Home & Kitchen,96.39,0.0,0,94,1005,3,0,Monday,21.2,0.0,0
2024-03-26,STORE_02,P009,Home & Kitchen,77.11,0.2,1,135,870,3,0,Tuesday,18.5,0.0,0
2024-03-27,STORE_02,P009,Home & Kitchen,86.75,0.1,1,136,734,3,0,Wednesday,16.7,0.0,0
2024-03-28,STORE_02,P009,Home & Kitchen,96.39,0.0,0,83,651,3,0,Thursday,20.9,3.07,0
2024-03-29,STORE_02,P009,Home & Kitchen,96.39,0.0,0,71,580,3,0,Friday,20.8,0.0,0
2024-03-30,STORE_02,P009,Home & Kitchen,96.39,0.0,0,91,489,3,0,Saturday,16.0,,0
2024-03-31,STORE_02,P009,Home & Kitchen,96.39,0.0,0,131,358,3,0,Sunday,15.1,0.0,0
2024-04-01,STORE_02,P009,Home & Kitchen,96.39,0.0,0,96,262,3,0,Monday,17.0,0.0,0
2024-04-02,STORE_02,P009,Home & Kitchen,77.11,0.2,1,134,1005,3,0,Tuesday,19.9,0.0,0
2024-04-03,STORE_02,P009,Home & Kitchen,96.39,0.0,0,97,908,3,0,Wednesday,19.8,8.05,0
2024-04-04,STORE_02,P009,Home & Kitchen,96.39,0.0,0,110,798,3,0,Thursday,17.6,,0
2024-04-05,STORE_02,P009,Home & Kitchen,96.39,0.0,0,87,711,3,0,Friday,18.0,0.0,0
2024-04-06,STORE_02,P009,Home & Kitchen,77.11,0.2,1,157,554,3,0,Saturday,18.3,8.54,0
2024-04-07,STORE_02,P009,Home & Kitchen,96.39,0.0,0,124,430,3,0,Sunday,25.3,0.0,0
2024-04-08,STORE_02,P009,Home & Kitchen,96.39,0.0,0,82,348,3,0,Monday,18.0,0.0,0
2024-04-09,STORE_02,P009,Home & Kitchen,96.39,0.0,0,91,257,3,0,Tuesday,19.1,,0
2024-04-10,STORE_02,P009,Home & Kitchen,96.39,0.0,0,103,1031,3,0,Wednesday,21.5,0.0,0
2024-04-11,STORE_02,P009,Home & Kitchen,67.47,0.3,1,129,902,3,0,Thursday,25.0,,0
2024-04-12,STORE_02,P009,Home & Kitchen,77.11,0.2,1,126,776,3,0,Friday,19.7,0.0,0
2024-04-13,STORE_02,P009,Home & Kitchen,96.39,0.0,0,125,651,3,0,Saturday,16.7,16.57,0
2024-04-14,STORE_02,P009,Home & Kitchen,67.47,0.3,1,164,487,3,0,Sunday,22.1,15.56,0
2024-04-15,STORE_02,P009,Home & Kitchen,96.39,0.0,0,99,388,3,0,Monday,19.0,0.0,0
2024-04-16,STORE_02,P009,Home & Kitchen,77.11,0.2,1,129,259,3,0,Tuesday,21.2,0.0,0
2024-04-17,STORE_02,P009,Home & Kitchen,96.39,0.0,0,101,1035,3,0,Wednesday,20.1,1.75,0
2024-04-18,STORE_02,P009,Home & Kitchen,96.39,0.0,0,83,952,3,0,Thursday,24.1,0.0,0
2024-04-19,STORE_02,P009,Home & Kitchen,96.39,0.0,0,82,870,3,0,Friday,20.8,8.66,0
2024-04-20,STORE_02,P009,Home & Kitchen,96.39,0.0,0,107,763,3,0,Saturday,22.7,3.8,0
2024-04-21,STORE_02,P009,Home & Kitchen,96.39,0.0,0,119,644,3,0,Sunday,22.9,0.0,0
2024-04-22,STORE_02,P009,Home & Kitchen,67.47,0.3,1,114,530,3,0,Monday,19.2,6.83,0
2024-04-23,STORE_02,P009,Home & Kitchen,96.39,0.0,0,81,449,3,0,Tuesday,31.2,0.0,0
2024-04-24,STORE_02,P009,Home & Kitchen,67.47,0.3,1,115,334,3,0,Wednesday,21.4,0.0,0
2024-04-25,STORE_02,P009,Home & Kitchen,96.39,0.0,0,90,244,3,0,Thursday,23.8,0.0,0
2024-04-26,STORE_02,P009,Home & Kitchen,67.47,0.3,1,158,963,3,0,Friday,21.2,2.17,0
2024-04-27,STORE_02,P009,Home & Kitchen,96.39,0.0,0,111,852,3,0,Saturday,22.0,0.86,0
2024-04-28,STORE_02,P009,Home & Kitchen,96.39,0.0,0,106,746,3,0,Sunday,27.9,0.0,0
2024-04-29,STORE_02,P009,Home & Kitchen,96.39,0.0,0,108,638,3,0,Monday,23.1,0.0,0
2024-04-30,STORE_02,P009,Home & Kitchen,77.11,0.2,1,139,499,3,0,Tuesday,20.9,,0
2024-05-01,STORE_02,P009,Home & Kitchen,67.47,0.3,1,136,363,3,0,Wednesday,25.1,0.0,0
2024-05-02,STORE_02,P009,Home & Kitchen,96.39,0.0,0,98,265,3,0,Thursday,29.3,0.0,0
2024-05-03,STORE_02,P009,Home & Kitchen,96.39,,0,87,1055,3,0,Friday,24.7,0.0,0
2024-05-04,STORE_02,P009,Home & Kitchen,96.39,0.0,0,117,938,3,0,Saturday,28.6,,0
2024-05-05,STORE_02,P009,Home & Kitchen,96.39,0.0,0,122,816,3,0,Sunday,24.3,0.0,0
2024-05-06,STORE_02,P009,Home & Kitchen,96.39,0.0,0,99,717,3,0,Monday,26.5,0.0,0
2024-05-07,STORE_02,P009,Home & Kitchen,86.75,0.1,1,128,589,3,0,Tuesday,28.7,0.0,0
2024-05-08,STORE_02,P009,Home & Kitchen,96.39,,0,69,520,3,0,Wednesday,31.1,0.0,0
2024-05-09,STORE_02,P009,Home & Kitchen,96.39,0.0,0,83,437,3,0,Thursday,32.5,22.49,0
2024-05-10,STORE_02,P009,Home & Kitchen,96.39,0.0,0,87,350,3,0,Friday,28.0,0.0,0
2024-05-11,STORE_02,P009,Home & Kitchen,96.39,0.0,0,119,231,3,0,Saturday,20.9,8.01,0
2024-05-12,STORE_02,P009,Home & Kitchen,96.39,0.0,0,104,1004,3,0,Sunday,28.2,1.79,0
2024-05-13,STORE_02,P009,Home & Kitchen,96.39,0.0,0,87,917,3,0,Monday,29.3,0.0,0
2024-05-14,STORE_02,P009,Home & Kitchen,96.39,0.0,0,103,814,3,0,Tuesday,26.6,5.3,0
2023-01-01,STORE_02,P010,Beauty,12.26,0.0,0,72,223,2,0,Sunday,2.9,0.0,0
2023-01-02,STORE_02,P010,Beauty,12.26,0.0,0,45,178,2,0,Monday,10.5,0.0,0
2023-01-03,STORE_02,P010,Beauty,11.04,0.1,1,66,112,2,0,Tuesday,1.0,0.0,1
2023-01-04,STORE_02,P010,Beauty,12.26,0.0,0,46,499,2,0,Wednesday,1.7,0.0,0
2023-01-05,STORE_02,P010,Beauty,8.58,0.3,1,71,428,2,0,Thursday,4.0,0.0,0
2023-01-06,STORE_02,P010,Beauty,12.26,0.0,0,37,391,2,0,Friday,5.1,0.0,0
2023-01-07,STORE_02,P010,Beauty,12.26,0.0,0,54,337,2,0,Saturday,9.0,0.0,0
2023-01-08,STORE_02,P010,Beauty,12.26,0.0,0,50,287,2,0,Sunday,5.2,5.41,0
2023-01-09,STORE_02,P010,Beauty,12.26,0.0,0,62,225,2,0,Monday,5.7,0.0,0
2023-01-10,STORE_02,P010,Beauty,12.26,0.0,0,40,185,2,0,Tuesday,8.2,12.55,0
2023-01-11,STORE_02,P010,Beauty,12.26,,0,36,149,2,0,Wednesday,9.9,0.0,0
2023-01-12,STORE_02,P010,Beauty,12.26,0.0,0,42,540,2,0,Thursday,7.5,0.0,0
2023-01-13,STORE_02,P010,Beauty,12.26,0.0,0,44,496,2,0,Friday,6.9,12.75,0
2023-01-14,STORE_02,P010,Beauty,8.58,0.3,1,96,400,2,0,Saturday,5.8,0.0,0
2023-01-15,STORE_02,P010,Beauty,12.26,0.0,0,59,341,2,0,Sunday,9.0,0.0,0
2023-01-16,STORE_02,P010,Beauty,12.26,,0,47,294,2,0,Monday,5.8,2.88,0
2023-01-17,STORE_02,P010,Beauty,12.26,0.0,0,40,254,2,0,Tuesday,6.5,0.0,0
2023-01-18,STORE_02,P010,Beauty,12.26,,0,36,218,2,0,Wednesday,10.6,0.0,0
2023-01-19,STORE_02,P010,Beauty,12.26,0.0,0,37,181,2,0,Thursday,2.8,0.0,0
2023-01-20,STORE_02,P010,Beauty,12.26,0.0,0,35,146,2,0,Friday,7.7,11.67,0
2023-01-21,STORE_02,P010,Beauty,12.26,0.0,0,53,526,2,0,Saturday,4.2,0.0,0
2023-01-22,STORE_02,P010,Beauty,12.26,0.0,0,47,479,2,0,Sunday,6.2,,0
2023-01-23,STORE_02,P010,Beauty,12.26,0.0,0,38,441,2,0,Monday,2.3,0.0,0
2023-01-24,STORE_02,P010,Beauty,12.26,0.0,0,48,393,2,0,Tuesday,6.4,0.0,0
2023-01-25,STORE_02,P010,Beauty,12.26,0.0,0,45,348,2,0,Wednesday,7.7,0.0,0
2023-01-26,STORE_02,P010,Beauty,12.26,0.0,0,40,308,2,0,Thursday,3.1,0.0,0
2023-01-27,STORE_02,P010,Beauty,11.04,0.1,1,72,236,2,0,Friday,3.3,0.0,0
2023-01-28,STORE_02,P010,Beauty,12.26,0.0,0,63,173,2,0,Saturday,5.8,0.0,0
2023-01-29,STORE_02,P010,Beauty,12.26,0.0,0,59,114,2,0,Sunday,7.3,0.0,0
2023-01-30,STORE_02,P010,Beauty,12.26,0.0,0,52,495,2,0,Monday,6.1,0.0,0
2023-01-31,STORE_02,P010,Beauty,12.26,0.0,0,57,438,2,0,Tuesday,5.5,5.07,0
2023-02-01,STORE_02,P010,Beauty,12.26,0.0,0,33,405,2,0,Wednesday,2.9,0.0,0
2023-02-02,STORE_02,P010,Beauty,9.81,0.2,1,76,329,2,0,Thursday,2.3,3.31,0
2023-02-03,STORE_02,P010,Beauty,12.26,,0,40,289,2,0,Friday,13.0,6.59,0
2023-02-04,STORE_02,P010,Beauty,12.26,0.0,0,56,233,2,0,Saturday,9.5,0.0,0
2023-02-05,STORE_02,P010,Beauty,12.26,0.0,0,67,166,2,0,Sunday,6.6,0.0,0
2023-02-06,STORE_02,P010,Beauty,12.26,0.0,0,56,110,2,0,Monday,5.8,0.0,0
2023-02-07,STORE_02,P010,Beauty,12.26,0.0,0,40,503,2,0,Tuesday,8.1,0.0,0
2023-02-08,STORE_02,P010,Beauty,12.26,0.0,0,32,471,2,0,Wednesday,4.4,0.0,0
2023-02-09,STORE_02,P010,Beauty,12.26,0.0,0,46,425,2,0,Thursday,7.6,0.0,0
2023-02-10,STORE_02,P010,Beauty,12.26,0.0,0,28,397,2,0,Friday,4.7,8.1,0
2023-02-11,STORE_02,P010,Beauty,12.26,0.0,0,44,353,2,0,Saturday,5.3,0.0,0
2023-02-12,STORE_02,P010,Beauty,12.26,0.0,0,50,303,2,0,Sunday,11.6,0.0,0
2023-02-13,STORE_02,P010,Beauty,12.26,0.0,0,52,251,2,0,Monday,4.2,0.0,0
2023-02-14,STORE_02,P010,Beauty,12.26,0.0,0,48,203,2,0,Tuesday,8.6,0.0,0
2023-02-15,STORE_02,P010,Beauty,12.26,0.0,0,38,165,2,0,Wednesday,3.6,0.0,0
2023-02-16,STORE_02,P010,Beauty,12.26,0.0,0,42,123,2,0,Thursday,7.8,0.0,0
2023-02-17,STORE_02,P010,Beauty,12.26,0.0,0,32,524,2,0,Friday,10.6,0.0,0
2023-02-18,STORE_02,P010,Beauty,12.26,0.0,0,60,464,2,0,Saturday,10.2,0.0,0
2023-02-19,STORE_02,P010,Beauty,12.26,0.0,0,51,413,2,0,Sunday,6.3,0.0,0
2023-02-20,STORE_02,P010,Beauty,12.26,0.0,0,45,368,2,0,Monday,5.5,0.13,0
2023-02-21,STORE_02,P010,Beauty,12.26,0.0,0,57,311,2,0,Tuesday,5.8,,0
2023-02-22,STORE_02,P010,Beauty,12.26,0.0,0,31,280,2,0,Wednesday,2.5,0.0,0
2023-02-23,STORE_02,P010,Beauty,12.26,0.0,0,46,234,2,0,Thursday,6.9,,0
2023-02-24,STORE_02,P010,Beauty,12.26,0.0,0,32,202,2,0,Friday,11.3,0.0,0
2023-02-25,STORE_02,P010,Beauty,12.26,0.0,0,46,156,2,0,Saturday,11.5,0.0,0
2023-02-26,STORE_02,P010,Beauty,12.26,0.0,0,52,104,2,0,Sunday,8.7,0.79,1
2023-02-27,STORE_02,P010,Beauty,12.26,0.0,0,40,497,2,0,Monday,10.0,0.0,0
2023-02-28,STORE_02,P010,Beauty,11.04,0.1,1,56,441,2,0,Tuesday,9.8,6.09,0
2023-03-01,STORE_02,P010,Beauty,12.26,0.0,0,44,397,2,0,Wednesday,9.2,,0
2023-03-02,STORE_02,P010,Beauty,12.26,0.0,0,42,355,2,0,Thursday,11.4,2.92,0
2023-03-03,STORE_02,P010,Beauty,11.04,0.1,1,55,300,2,0,Friday,12.9,16.4,0
2023-03-04,STORE_02,P010,Beauty,12.26,,0,56,244,2,0,Saturday,7.9,0.28,0
2023-03-05,STORE_02,P010,Beauty,12.26,0.0,0,57,187,2,0,Sunday,15.2,4.11,0
2023-03-06,STORE_02,P010,Beauty,12.26,0.0,0,40,147,2,0,Monday,16.9,0.0,0
2023-03-07,STORE_02,P010,Beauty,8.58,0.3,1,65,515,2,0,Tuesday,7.4,7.38,0
2023-03-08,STORE_02,P010,Beauty,12.26,0.0,0,37,478,2,0,Wednesday,16.0,0.0,0
2023-03-09,STORE_02,P010,Beauty,12.26,0.0,0,36,442,2,0,Thursday,4.8,0.0,0
2023-03-10,STORE_02,P010,Beauty,12.26,,0,47,395,2,0,Friday,11.6,0.26,0
2023-03-11,STORE_02,P010,Beauty,12.26,0.0,0,198,197,2,0,Saturday,20.7,0.0,0
2023-03-12,STORE_02,P010,Beauty,12.26,0.0,0,54,143,2,0,Sunday,16.7,0.0,0
2023-03-13,STORE_02,P010,Beauty,12.26,0.0,0,40,536,2,0,Monday,13.2,0.0,0
2023-03-14,STORE_02,P010,Beauty,12.26,0.0,0,40,496,2,0,Tuesday,13.9,0.0,0
2023-03-15,STORE_02,P010,Beauty,12.26,0.0,0,52,444,2,0,Wednesday,8.9,19.29,0
2023-03-16,STORE_02,P010,Beauty,12.26,0.0,0,41,403,2,0,Thursday,11.4,0.0,0
2023-03-17,STORE_02,P010,Beauty,12.26,0.0,0,35,368,2,0,Friday,16.3,0.0,0
2023-03-18,STORE_02,P010,Beauty,12.26,0.0,0,50,318,2,0,Saturday,12.8,1.37,0
2023-03-19,STORE_02,P010,Beauty,9.81,0.2,1,76,242,2,0,Sunday,16.8,9.29,0
2023-03-20,STORE_02,P010,Beauty,11.04,0.1,1,57,185,2,0,Monday,19.4,0.0,0
2023-03-21,STORE_02,P010,Beauty,12.26,0.0,0,42,143,2,0,Tuesday,13.6,0.0,0
2023-03-22,STORE_02,P010,Beauty,8.58,0.3,1,59,517,2,0,Wednesday,20.8,0.0,0
2023-03-23,STORE_02,P010,Beauty,12.26,0.0,0,41,476,2,0,Thursday,13.4,0.0,0
2023-03-24,STORE_02,P010,Beauty,12.26,0.0,0,48,428,2,0,Friday,13.1,0.0,0
2023-03-25,STORE_02,P010,Beauty,12.26,0.0,0,49,379,2,0,Saturday,12.6,10.39,0
2023-03-26,STORE_02,P010,Beauty,12.26,0.0,0,49,330,2,0,Sunday,17.1,,0
2023-03-27,STORE_02,P010,Beauty,12.26,0.0,0,42,288,2,0,Monday,19.7,14.35,0
2023-03-28,STORE_02,P010,Beauty,12.26,0.0,0,33,255,2,0,Tuesday,16.5,0.0,0
2023-03-29,STORE_02,P010,Beauty,12.26,0.0,0,51,204,2,0,Wednesday,17.4,6.8,0
2023-03-30,STORE_02,P010,Beauty,12.26,0.0,0,28,176,2,0,Thursday,18.6,0.0,0
2023-03-31,STORE_02,P010,Beauty,12.26,0.0,0,39,137,2,0,Friday,21.9,0.0,0
2023-04-01,STORE_02,P010,Beauty,11.04,0.1,1,75,495,2,0,Saturday,17.7,0.0,0
2023-04-02,STORE_02,P010,Beauty,12.26,0.0,0,63,432,2,0,Sunday,15.7,0.0,0
2023-04-03,STORE_02,P010,Beauty,12.26,0.0,0,36,396,2,0,Monday,14.3,0.0,0
2023-04-04,STORE_02,P010,Beauty,12.26,0.0,0,39,357,2,0,Tuesday,20.0,20.13,0
2023-04-05,STORE_02,P010,Beauty,12.26,0.0,0,47,310,2,0,Wednesday,18.7,0.0,0
2023-04-06,STORE_02,P010,Beauty,12.26,0.0,0,36,274,2,0,Thursday,15.9,0.0,0
2023-04-07,STORE_02,P010,Beauty,12.26,0.0,0,35,239,2,0,Friday,18.1,,0
2023-04-08,STORE_02,P010,Beauty,12.26,0.0,0,51,188,2,0,Saturday,17.0,0.36,0
2023-04-09,STORE_02,P010,Beauty,12.26,0.0,0,54,134,2,0,Sunday,20.4,0.0,0
2023-04-10,STORE_02,P010,Beauty,12.26,0.0,0,46,521,2,0,Monday,24.8,0.0,0
