transaction_id,customer_id,transaction_amount,transaction_time,customer_age,account_age_days,transaction_count_24h,average_transaction_amount,merchant_category,device_type,location,previous_fraud_count,failed_attempts,is_fraud
TXN_0010998,CUST_007365,50.43,2024-04-29 16:55:45,53.0,1192,1,39.53,Online Retail,Mobile Android,Domestic Suburban,0,0,0
TXN_0010999,CUST_007962,99.06,2024-03-27 20:04:18,35.0,40,1,73.56,Online Retail,Mobile iOS,International In-Person,0,0,0
TXN_0011000,CUST_006753,56.38,2024-03-25 15:57:55,34.0,30,1,39.01,Gas & Fuel,Desktop Chrome,Domestic Suburban,0,0,0
TXN_0011001,CUST_009596,127.5,2024-03-20 16:36:51,66.0,608,1,108.19,Electronics,Mobile Android,Domestic Suburban,0,0,0
TXN_0011002,CUST_010599,443.43,2024-05-13 10:00:49,39.0,786,3,750.64,Luxury Goods,Tablet,Domestic Suburban,0,0,0
TXN_0011003,CUST_008327,100.3,2024-04-15 17:43:35,55.0,989,1,70.11,Online Retail,Unknown Bot,Domestic Urban,1,0,0
TXN_0011004,CUST_001557,36.35,2024-05-16 08:28:02,28.0,119,1,51.76,Gas & Fuel,,Domestic Urban,0,0,0
TXN_0011005,CUST_006687,114.73,2024-03-03 18:43:31,55.0,1307,1,109.41,Dining,Mobile iOS,Domestic Urban,0,0,0
TXN_0011006,CUST_011065,46.14,2024-05-05 16:00:37,61.0,276,2,34.57,Grocery,Mobile Android,Domestic Urban,0,0,0
TXN_0011007,CUST_005694,61.28,2024-03-16 13:31:12,51.0,261,3,109.09,Grocery,Mobile Android,Domestic Urban,0,0,0
TXN_0011008,CUST_005742,122.32,2024-03-19 10:44:34,43.0,139,2,91.78,Entertainment,Mobile iOS,Domestic Rural,0,0,0
TXN_0011009,CUST_011735,74.73,2024-04-07 21:25:52,41.0,151,1,118.85,Online Retail,Mobile iOS,Domestic Urban,0,0,0
TXN_0011010,CUST_001816,2.67,2024-04-28 05:27:27,59.0,241,12,33.86,Entertainment,Unknown Bot,International In-Person,0,2,1
TXN_0011011,CUST_009141,133.22,2024-05-10 13:09:16,31.0,50,1,53.0,Travel,Desktop Safari,Domestic Suburban,0,0,0
TXN_0011012,CUST_010364,68.43,2024-04-02 18:44:13,38.0,836,1,70.76,Gas & Fuel,Tablet,Domestic Urban,0,0,0
TXN_0011013,CUST_011009,181.14,2024-03-05 18:39:46,69.0,950,3,207.49,Online Retail,Desktop Safari,Domestic Urban,0,0,0
TXN_0011014,CUST_008433,105.7,2024-04-14 11:44:01,32.0,929,1,109.63,Dining,Desktop Safari,Domestic Urban,0,0,0
TXN_0011015,CUST_001595,69.41,2024-03-09 11:45:29,50.0,149,5,102.16,Online Retail,Mobile iOS,Domestic Urban,0,2,0
TXN_0011016,CUST_011569,14.49,2024-05-17 06:47:29,72.0,40,5,30.94,Dining,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011017,CUST_008455,39.08,2024-05-16 10:13:10,60.0,568,1,44.4,Online Retail,,Domestic Suburban,0,0,0
TXN_0011018,CUST_002869,92.81,2024-04-15 15:52:15,49.0,730,1,72.7,Electronics,Mobile Android,Domestic Suburban,0,0,0
TXN_0011019,CUST_007829,126.85,2024-03-11 06:22:42,25.0,576,2,159.2,Travel,Mobile iOS,Domestic Urban,0,0,0
TXN_0011020,CUST_001531,40.87,2024-04-09 22:10:34,70.0,1862,2,28.8,Dining,Mobile iOS,Domestic Urban,0,0,0
TXN_0011021,CUST_008259,423.93,2024-03-14 06:27:08,60.0,193,3,378.89,Entertainment,Mobile Android,Domestic Suburban,0,0,0
TXN_0011022,CUST_003106,70.67,2024-04-29 10:49:15,60.0,1253,1,65.32,Grocery,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011023,CUST_010007,30.9,2024-03-31 06:09:53,35.0,107,1,83.51,Online Retail,Mobile Android,Domestic Urban,0,0,0
TXN_0011024,CUST_011532,127.14,2024-04-23 07:18:46,21.0,939,3,102.14,Online Retail,Unknown Bot,Domestic Urban,0,0,0
TXN_0011025,CUST_005427,357.46,2024-05-13 06:26:21,37.0,767,1,309.13,Grocery,Mobile iOS,Domestic Suburban,0,1,0
TXN_0011026,CUST_003575,122.59,2024-05-12 20:02:38,49.0,445,2,85.28,Dining,Mobile Android,Domestic Suburban,0,0,0
TXN_0011027,CUST_009998,162.36,2024-05-22 15:13:29,56.0,565,2,118.91,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0011028,CUST_002693,170.93,2024-05-16 19:10:49,54.0,590,2,112.89,Electronics,Mobile Android,Domestic Urban,0,0,0
TXN_0011029,CUST_011679,71.75,2024-03-13 06:34:44,31.0,994,2,94.6,Dining,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011030,CUST_008908,127.83,2024-03-31 06:30:05,37.0,777,2,112.29,Grocery,Mobile Android,Domestic Urban,0,0,0
TXN_0011031,CUST_009824,21.73,2024-03-08 16:04:53,34.0,74,1,47.75,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0011032,CUST_011868,107.77,2024-03-18 15:18:09,32.0,48,1,53.67,Dining,Mobile Android,Domestic Suburban,0,0,0
TXN_0011033,CUST_010618,1101.15,2024-05-29 07:40:27,45.0,724,1,822.36,Travel,Mobile Android,Domestic Rural,0,0,0
TXN_0011034,CUST_000590,69.05,2024-05-05 08:51:52,,656,2,102.3,Electronics,Desktop Chrome,Domestic Urban,0,0,0
TXN_0011035,CUST_008006,74.71,2024-03-01 22:16:39,26.0,263,3,87.51,Grocery,Desktop Chrome,Domestic Rural,0,0,0
TXN_0011036,CUST_009100,227.55,2024-03-11 12:12:01,34.0,143,3,195.67,Grocery,Desktop Safari,Domestic Urban,0,0,0
TXN_0011037,CUST_010365,438.5,2024-03-26 17:23:58,63.0,1381,1,388.33,Dining,Mobile Android,Domestic Rural,0,0,0
TXN_0011038,CUST_001778,382.48,2024-04-19 14:25:56,71.0,1339,2,109.2,Travel,Mobile iOS,Domestic Urban,0,0,0
TXN_0011039,CUST_011127,187.13,2024-04-19 11:05:12,33.0,273,1,107.57,Grocery,Mobile Android,Domestic Suburban,0,0,0
TXN_0011040,CUST_007743,56.12,2024-03-26 14:04:13,46.0,112,2,52.49,Gas & Fuel,Mobile Android,Domestic Urban,0,0,0
TXN_0011041,CUST_007109,119.34,2024-04-08 09:13:01,46.0,181,3,58.91,Grocery,Mobile Android,Domestic Urban,0,0,0
TXN_0011042,CUST_009374,118.78,2024-03-31 11:05:23,60.0,78,3,69.5,Dining,Desktop Chrome,Domestic Urban,0,0,0
TXN_0011043,CUST_000296,58.16,2024-04-01 16:17:00,55.0,79,1,42.8,Grocery,Mobile Android,Domestic Urban,0,0,0
TXN_0011044,CUST_000116,56.34,2024-03-03 10:07:49,65.0,1507,1,80.16,Electronics,Mobile iOS,Domestic Urban,0,0,0
TXN_0011045,CUST_002765,521.85,2024-04-24 00:39:35,21.0,1380,7,44.17,Travel,Unknown Bot,International Online,0,3,1
TXN_0011046,CUST_005008,232.62,2024-03-07 14:01:43,41.0,152,1,116.65,Gas & Fuel,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011047,CUST_005141,62.2,2024-03-28 14:20:35,36.0,164,3,87.74,Entertainment,Mobile Android,Domestic Urban,0,0,0
TXN_0011048,CUST_003862,15.41,2024-05-04 09:28:27,39.0,1027,1,28.28,Online Retail,Mobile iOS,Domestic Rural,0,1,0
TXN_0011049,CUST_001796,143.32,2024-03-28 18:27:39,46.0,248,1,64.95,Gas & Fuel,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011050,CUST_004692,127.55,2024-05-11 14:12:45,57.0,276,3,220.24,Gas & Fuel,Mobile Android,International Online,0,0,0
TXN_0011051,CUST_000068,300.78,2024-05-05 16:36:13,55.0,1832,1,336.04,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0011052,CUST_008716,297.06,2024-05-05 13:09:30,,568,1,365.58,Dining,Mobile Android,Domestic Urban,1,0,0
TXN_0011053,CUST_004734,27.92,2024-05-21 06:57:20,38.0,153,2,32.48,Electronics,Mobile Android,Domestic Urban,0,0,0
TXN_0011054,CUST_006760,54.66,2024-03-10 06:40:46,49.0,712,1,96.15,Grocery,Desktop Safari,Domestic Suburban,0,0,0
TXN_0011055,CUST_011706,70.37,2024-03-10 16:52:15,18.0,1831,4,77.41,Dining,Desktop Safari,Domestic Urban,0,0,0
TXN_0011056,CUST_001964,251.56,2024-04-12 16:41:50,45.0,422,1,424.8,Travel,Mobile iOS,Domestic Urban,0,0,0
TXN_0011057,CUST_001852,86.92,2024-04-23 20:47:21,18.0,315,3,111.73,Dining,Mobile iOS,Domestic Rural,0,0,0
TXN_0011058,CUST_002582,102.72,2024-04-29 06:39:52,36.0,2433,1,236.35,Grocery,Mobile Android,Domestic Rural,0,0,0
TXN_0011059,CUST_008018,86.01,2024-05-01 14:16:37,,416,1,77.46,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0011060,CUST_008042,213.24,2024-04-13 13:06:32,45.0,685,2,378.18,Travel,Unknown Bot,Domestic Rural,0,0,0
TXN_0011061,CUST_002583,287.99,2024-04-06 11:43:06,42.0,1158,2,428.45,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0011062,CUST_004289,26.06,2024-03-05 06:27:26,49.0,2079,4,66.32,Grocery,Mobile Android,Domestic Suburban,0,0,0
TXN_0011063,CUST_001399,345.84,2024-04-13 14:32:58,46.0,75,1,404.03,Online Retail,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011064,CUST_000453,78.39,2024-04-28 06:02:21,62.0,205,1,93.73,Online Retail,Mobile Android,Domestic Rural,0,0,0
TXN_0011065,CUST_000720,108.02,2024-03-25 19:57:03,36.0,336,4,80.41,Dining,Mobile Android,Domestic Rural,0,0,0
TXN_0011066,CUST_007948,214.8,2024-03-28 13:11:47,69.0,571,5,199.53,Luxury Goods,Mobile Android,Domestic Urban,0,1,0
TXN_0011067,CUST_005509,51.89,2024-04-15 12:56:29,40.0,1254,1,42.58,Electronics,Mobile Android,International Online,0,0,0
TXN_0011068,CUST_009058,39.99,2024-05-02 16:27:18,,644,1,25.79,Electronics,Mobile Android,Domestic Suburban,0,0,0
TXN_0011069,CUST_009605,111.49,2024-04-14 17:28:11,51.0,780,2,76.2,Grocery,Desktop Safari,Domestic Rural,0,2,0
TXN_0011070,CUST_003544,145.09,2024-04-07 10:08:06,18.0,187,1,91.81,Grocery,Mobile Android,Domestic Urban,0,0,0
TXN_0011071,CUST_000736,235.32,2024-03-20 16:44:35,34.0,1028,1,198.43,Grocery,Mobile Android,Domestic Urban,0,0,0
TXN_0011072,CUST_011523,56.63,2024-03-12 23:20:58,28.0,115,1,90.33,Grocery,Mobile Android,Domestic Rural,0,0,0
TXN_0011073,CUST_003579,130.03,2024-05-15 22:42:27,40.0,199,2,76.22,Online Retail,,Domestic Urban,0,0,0
TXN_0011074,CUST_005349,52.4,2024-03-18 06:50:41,28.0,267,3,100.46,Grocery,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011075,CUST_000712,89.61,2024-05-26 20:27:56,56.0,266,2,39.06,Online Retail,Mobile iOS,Domestic Urban,0,0,0
TXN_0011076,CUST_003802,23.29,2024-04-22 17:05:03,46.0,474,5,46.19,Online Retail,Desktop Chrome,Domestic Urban,0,0,0
TXN_0011077,CUST_010100,147.7,2024-03-09 08:06:49,53.0,848,1,114.63,Electronics,Desktop Chrome,Domestic Urban,1,0,0
TXN_0011078,CUST_001843,115.61,2024-05-28 12:55:07,42.0,397,1,110.44,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0011079,CUST_006511,1258.59,2024-05-23 06:27:09,36.0,90,2,898.95,Grocery,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011080,CUST_000805,75.79,2024-03-13 08:54:08,41.0,1045,1,100.66,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0011081,CUST_009895,46.2,2024-03-19 06:38:09,18.0,210,4,27.21,Cryptocurrency,Mobile iOS,Domestic Urban,0,0,0
TXN_0011082,CUST_005535,2496.0,2024-03-18 10:07:43,40.0,2097,1,2325.26,Dining,Mobile Android,Domestic Suburban,0,0,0
TXN_0011083,CUST_001897,105.27,2024-04-03 22:07:07,41.0,84,1,97.08,Cryptocurrency,Mobile Android,Domestic Urban,0,0,0
TXN_0011084,CUST_002667,82.05,2024-03-31 17:42:21,73.0,545,1,105.37,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0011085,CUST_011991,38.73,2024-04-05 20:53:46,22.0,304,1,59.44,Online Retail,Mobile Android,Domestic Urban,0,1,0
TXN_0011086,CUST_000558,21.17,2024-04-23 18:35:17,49.0,697,2,32.72,Grocery,Desktop Chrome,Domestic Urban,0,0,0
TXN_0011087,CUST_008136,140.59,2024-04-16 13:59:11,44.0,273,4,115.88,Gas & Fuel,Mobile Android,Domestic Urban,1,0,0
TXN_0011088,CUST_007636,59.08,2024-05-24 15:13:45,60.0,66,1,104.95,Cryptocurrency,,Domestic Urban,0,0,0
TXN_0011089,CUST_011667,42.06,2024-03-25 19:59:04,64.0,99,2,63.69,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0011090,CUST_005474,82.78,2024-05-22 13:56:09,38.0,982,1,50.62,Online Retail,Mobile iOS,Domestic Urban,0,0,0
TXN_0011091,CUST_003182,55.84,2024-03-05 14:58:20,,2052,2,91.94,Electronics,Mobile Android,Domestic Urban,0,1,0
TXN_0011092,CUST_010920,202.93,2024-04-20 14:23:56,55.0,595,2,101.87,Electronics,Mobile Android,Domestic Suburban,0,0,0
TXN_0011093,CUST_011084,99.47,2024-05-17 15:22:45,44.0,323,2,86.71,Online Retail,Mobile iOS,Domestic Urban,0,1,0
TXN_0011094,CUST_003426,305.31,2024-05-21 15:44:44,42.0,292,1,327.44,Dining,Desktop Chrome,Domestic Urban,0,0,0
TXN_0011095,CUST_001520,172.46,2024-03-11 13:33:06,19.0,645,1,257.1,Online Retail,Mobile Android,Domestic Urban,0,0,0
TXN_0011096,CUST_000728,38.46,2024-05-04 18:43:19,32.0,2689,1,42.02,Electronics,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011097,CUST_005798,341.34,2024-05-01 09:13:50,,431,3,448.0,Entertainment,Desktop Safari,Domestic Urban,0,0,0
TXN_0011098,CUST_009977,26.71,2024-05-25 06:23:04,24.0,455,2,55.85,Entertainment,Mobile iOS,Domestic Urban,0,0,0
TXN_0011099,CUST_010195,94.82,2024-03-09 14:04:51,57.0,51,3,112.24,Grocery,Mobile Android,Domestic Suburban,0,0,0
TXN_0011100,CUST_005532,71.08,2024-05-05 18:49:26,,303,2,110.78,Online Retail,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011101,CUST_006763,222.46,2024-04-01 13:26:51,30.0,420,3,108.17,Dining,Mobile iOS,Domestic Urban,0,0,0
TXN_0011102,CUST_004634,42.65,2024-03-23 18:32:14,62.0,465,3,53.06,Grocery,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011103,CUST_006931,32.49,2024-03-30 13:20:18,37.0,1970,1,39.26,Online Retail,Desktop Safari,Domestic Urban,0,0,0
TXN_0011104,CUST_007670,17.26,2024-04-16 15:15:06,23.0,318,3,70.14,Grocery,Mobile Android,Domestic Urban,0,0,0
TXN_0011105,CUST_004855,77.27,2024-05-07 19:36:36,31.0,228,1,109.13,Grocery,Mobile iOS,International Online,0,0,0
TXN_0011106,CUST_002163,63.99,2024-04-22 18:06:36,49.0,483,2,52.1,Online Retail,Mobile iOS,Domestic Urban,0,0,0
TXN_0011107,CUST_010712,58.51,2024-05-27 11:46:14,51.0,240,1,47.6,Online Retail,Mobile iOS,Domestic Urban,0,0,0
TXN_0011108,CUST_006473,195.99,2024-05-15 16:03:18,63.0,110,3,162.64,Dining,Mobile iOS,Domestic Urban,0,0,0
TXN_0011109,CUST_002350,35.05,2024-04-12 16:10:03,41.0,175,2,33.05,Electronics,Mobile iOS,Domestic Urban,0,1,0
TXN_0011110,CUST_010742,783.89,2024-05-16 16:00:25,27.0,53,1,418.71,Grocery,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011111,CUST_002034,48.47,2024-05-26 18:02:59,18.0,377,1,74.08,Dining,Mobile Android,Domestic Suburban,0,0,0
TXN_0011112,CUST_008660,23.5,2024-03-23 13:05:52,43.0,528,4,27.99,Dining,Mobile iOS,Domestic Urban,0,0,0
TXN_0011113,CUST_004366,58.61,2024-04-08 13:09:14,46.0,37,2,65.08,Grocery,Desktop Chrome,Domestic Urban,0,0,0
TXN_0011114,CUST_010617,140.67,2024-05-25 19:44:44,26.0,390,5,53.34,Electronics,Mobile iOS,Domestic Rural,0,0,0
TXN_0011115,CUST_001781,54.41,2024-05-14 13:15:31,42.0,1258,1,65.51,Grocery,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011116,CUST_004579,24.52,2024-05-29 14:11:05,64.0,179,1,36.78,Grocery,Mobile Android,Domestic Rural,0,0,0
TXN_0011117,CUST_008998,55.67,2024-05-06 21:36:29,24.0,1352,2,47.52,Electronics,Mobile Android,Domestic Urban,0,0,0
TXN_0011118,CUST_003196,154.93,2024-04-15 07:02:08,51.0,331,1,267.97,Entertainment,Mobile iOS,Domestic Urban,0,0,0
TXN_0011119,CUST_007309,60.13,2024-03-21 12:35:56,43.0,673,3,51.26,Cryptocurrency,Desktop Safari,Domestic Urban,0,0,0
TXN_0011120,CUST_009343,76.11,2024-03-11 09:41:59,50.0,174,1,98.72,Dining,Tablet,Domestic Suburban,0,0,0
TXN_0011121,CUST_002905,271.9,2024-04-14 11:34:10,47.0,323,2,115.88,Dining,Tablet,Domestic Urban,0,1,0
TXN_0011122,CUST_010059,127.79,2024-03-26 11:18:22,39.0,254,1,87.14,Grocery,Mobile Android,Domestic Suburban,0,0,0
TXN_0011123,CUST_008694,222.94,2024-05-22 14:45:39,31.0,681,1,417.91,Grocery,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011124,CUST_004016,75.29,2024-05-29 12:40:53,38.0,1226,4,107.36,Travel,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011125,CUST_005804,2561.4,2024-05-29 21:47:37,29.0,336,1,2246.34,Online Retail,Desktop Safari,Domestic Urban,0,0,0
TXN_0011126,CUST_003028,41.78,2024-04-25 17:22:29,40.0,433,2,95.94,Electronics,Mobile iOS,Domestic Urban,0,0,0
TXN_0011127,CUST_010787,126.78,2024-05-09 13:08:06,43.0,222,1,117.26,Grocery,Mobile Android,Domestic Urban,0,0,0
TXN_0011128,CUST_003472,110.59,2024-05-17 19:22:41,75.0,1612,1,64.34,Grocery,Mobile Android,Domestic Urban,0,0,0
TXN_0011129,CUST_005225,63.14,2024-04-07 15:41:57,38.0,669,1,60.36,Grocery,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011130,CUST_006021,12.29,2024-04-26 11:33:02,34.0,563,1,36.34,Electronics,Mobile Android,Domestic Urban,0,0,0
TXN_0011131,CUST_009158,62.9,2024-05-18 09:57:50,42.0,79,1,53.33,Grocery,Mobile iOS,Domestic Rural,0,0,0
TXN_0011132,CUST_005699,81.88,2024-04-15 23:16:41,68.0,964,1,69.3,Travel,Unknown Bot,Domestic Urban,0,0,0
TXN_0011133,CUST_010963,128.76,2024-05-26 17:28:49,35.0,1011,1,171.68,Dining,Mobile Android,Domestic Rural,0,0,0
TXN_0011134,CUST_008729,352.91,2024-04-18 06:16:26,52.0,1254,1,91.11,Online Retail,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011135,CUST_006241,6489.84,2024-04-14 00:10:35,44.0,1907,18,368.12,Online Retail,Unknown Bot,International Online,0,4,1
TXN_0011136,CUST_008004,31.56,2024-04-21 18:16:38,39.0,421,1,29.36,Entertainment,Mobile Android,Domestic Suburban,0,1,0
TXN_0011137,CUST_011553,46.1,2024-03-23 14:39:16,41.0,819,2,72.14,Online Retail,Mobile Android,Domestic Urban,0,0,0
TXN_0011138,CUST_000267,355.61,2024-05-13 22:29:52,70.0,707,2,397.51,Grocery,Mobile Android,Domestic Suburban,0,1,0
TXN_0011139,CUST_011883,229.34,2024-03-27 12:31:27,60.0,299,2,110.81,Electronics,Mobile Android,Domestic Urban,0,0,0
TXN_0011140,CUST_003745,45.7,2024-04-01 13:02:51,57.0,407,3,77.79,Grocery,Mobile iOS,Domestic Rural,0,0,0
TXN_0011141,CUST_011234,120.75,2024-04-10 22:41:54,,469,5,108.32,Grocery,Mobile Android,Domestic Rural,0,0,0
TXN_0011142,CUST_006821,56.33,2024-03-01 16:04:50,54.0,423,1,62.26,Grocery,Mobile Android,Domestic Urban,0,1,0
TXN_0011143,CUST_002318,46.34,2024-04-18 09:44:05,40.0,557,1,56.55,Travel,Mobile Android,Domestic Urban,0,0,0
TXN_0011144,CUST_003108,23.7,2024-05-25 21:54:12,46.0,687,1,42.37,Dining,Desktop Safari,Domestic Suburban,0,0,0
TXN_0011145,CUST_001995,38.16,2024-03-25 09:19:40,43.0,38,1,31.97,Entertainment,Desktop Chrome,Domestic Rural,0,0,0
TXN_0011146,CUST_006771,54.07,2024-05-14 20:40:19,35.0,685,3,79.07,Grocery,Mobile iOS,Domestic Suburban,0,1,0
TXN_0011147,CUST_001999,36.77,2024-03-04 16:48:16,44.0,1662,1,34.83,Dining,Desktop Chrome,Domestic Suburban,0,0,0
TXN_0011148,CUST_011173,95.35,2024-05-21 15:04:16,46.0,362,3,113.12,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0011149,CUST_006915,313.06,2024-03-25 12:51:24,49.0,262,3,290.47,Dining,Mobile Android,Domestic Rural,0,0,0
TXN_0011150,CUST_011923,35.59,2024-05-22 09:29:19,24.0,43,1,82.28,Online Retail,Desktop Chrome,Domestic Rural,0,0,0
TXN_0011151,CUST_002900,116.54,2024-05-25 12:43:47,63.0,56,2,85.91,Grocery,Desktop Chrome,Domestic Suburban,0,0,0
TXN_0011152,CUST_006822,224.11,2024-03-31 13:35:54,31.0,236,1,364.88,Dining,Mobile Android,Domestic Suburban,0,0,0
TXN_0011153,CUST_000708,138.05,2024-03-24 16:54:08,46.0,2019,1,82.31,Dining,Desktop Chrome,Domestic Urban,0,0,0
TXN_0011154,CUST_011479,114.73,2024-03-14 06:51:12,59.0,36,1,101.89,Dining,Mobile Android,Domestic Urban,0,2,0
TXN_0011155,CUST_011083,84.65,2024-04-24 16:59:36,54.0,528,4,79.82,Online Retail,Mobile Android,Domestic Urban,0,1,0
TXN_0011156,CUST_001725,64.48,2024-05-26 18:08:17,42.0,974,4,69.47,Online Retail,Mobile iOS,Domestic Urban,0,0,0
TXN_0011157,CUST_007202,362.21,2024-05-26 08:19:54,58.0,2647,4,284.7,Dining,Mobile Android,Domestic Urban,0,0,0
TXN_0011158,CUST_009134,227.06,2024-03-25 14:49:11,28.0,1160,1,374.83,Grocery,Mobile Android,Domestic Suburban,0,0,0
TXN_0011159,CUST_010503,12.65,2024-04-17 14:52:16,48.0,700,1,30.64,Travel,Mobile iOS,Domestic Suburban,1,0,0
TXN_0011160,CUST_009029,35.6,2024-05-28 23:05:12,46.0,158,1,42.3,Electronics,Desktop Safari,Domestic Urban,0,0,0
TXN_0011161,CUST_005379,108.16,2024-04-01 16:16:32,58.0,115,3,113.34,Travel,Mobile Android,Domestic Urban,0,0,0
TXN_0011162,CUST_001781,41.5,2024-05-09 16:37:47,42.0,1258,1,65.51,Travel,Mobile Android,Domestic Urban,0,0,0
TXN_0011163,CUST_002870,111.5,2024-04-04 15:42:10,32.0,62,1,83.5,Grocery,Mobile iOS,Domestic Rural,0,0,0
TXN_0011164,CUST_008774,49.73,2024-04-23 19:51:28,64.0,592,2,34.12,Online Retail,Desktop Safari,Domestic Suburban,0,0,0
TXN_0011165,CUST_005019,67.3,2024-03-10 17:34:02,48.0,158,4,103.45,Gas & Fuel,Mobile iOS,Domestic Urban,0,0,0
TXN_0011166,CUST_003277,157.4,2024-05-06 17:32:56,32.0,300,2,110.09,Grocery,Mobile Android,Domestic Rural,0,0,0
TXN_0011167,CUST_001993,78.41,2024-05-05 13:38:28,50.0,557,1,109.46,Gas & Fuel,Desktop Safari,Domestic Urban,0,0,0
TXN_0011168,CUST_000761,413.96,2024-03-28 18:13:54,50.0,102,1,104.26,Dining,Tablet,Domestic Urban,0,0,0
TXN_0011169,CUST_005077,16.33,2024-04-11 13:14:01,56.0,363,1,25.44,Entertainment,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011170,CUST_009118,450.02,2024-04-15 14:35:08,66.0,260,1,390.75,Dining,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011171,CUST_011216,122.73,2024-04-07 12:25:39,44.0,885,1,87.75,Travel,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011172,CUST_011408,85.07,2024-04-06 06:15:43,48.0,607,1,60.11,Grocery,,Domestic Urban,0,2,0
TXN_0011173,CUST_000588,77.42,2024-03-04 06:15:14,64.0,314,1,57.23,Grocery,Mobile iOS,Domestic Suburban,0,0,0
TXN_0011174,CUST_009465,59.73,2024-05-26 18:42:51,36.0,436,3,91.5,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0011175,CUST_007053,95.75,2024-03-31 16:59:44,37.0,54,1,94.3,Gas & Fuel,Tablet,Domestic Urban,0,0,0
TXN_0011176,CUST_008160,129.14,2024-05-26 16:15:49,31.0,1347,1,79.61,Grocery,Tablet,Domestic Urban,0,0,0
TXN_0011177,CUST_005416,89.04,2024-05-02 11:42:01,35.0,523,2,41.28,Grocery,Mobile Android,Domestic Suburban,0,0,0
TXN_0011178,CUST_002832,56.85,2024-04-08 13:51:40,27.0,2114,1,52.57,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0011179,CUST_001823,190.43,2024-03-26 14:01:10,37.0,58,2,103.61,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0011180,CUST_007277,79.31,2024-03-15 10:57:01,71.0,1068,1,89.27,Electronics,Mobile Android,Domestic Urban,0,0,0
TXN_0011181,CUST_008228,74.24,2024-03-27 06:22:05,52.0,710,2,44.58,Dining,Mobile iOS,Domestic Suburban,1,0,0
TXN_0011182,CUST_000973,55.97,2024-05-19 16:25:41,70.0,949,5,86.37,Electronics,Mobile Android,Domestic Urban,0,0,0
TXN_0011183,CUST_008532,16.79,2024-03-23 19:58:45,55.0,982,2,52.1,Dining,Mobile iOS,Domestic Urban,0,1,0
TXN_0011184,CUST_008949,6938.39,2024-03-31 06:43:22,24.0,399,1,2399.58,Dining,Desktop Chrome,Domestic Urban,0,0,0
TXN_0011185,CUST_007432,16.27,2024-05-23 18:46:19,69.0,281,2,25.72,Gas & Fuel,Mobile Android,Domestic Urban,0,0,0
TXN_0011186,CUST_008935,151.77,2024-05-21 21:03:35,36.0,804,1,209.34,Online Retail,Mobile Android,Domestic Suburban,0,0,0
TXN_0011187,CUST_003284,81.36,2024-03-23 12:49:13,27.0,395,1,90.19,Dining,Mobile Android,Domestic Urban,0,0,0
TXN_0011188,CUST_001123,10.32,2024-04-13 08:43:14,46.0,229,1,37.06,Gas & Fuel,Mobile Android,Domestic Rural,0,0,0
TXN_0011189,CUST_004564,28.88,2024-05-18 09:48:20,63.0,147,1,65.08,Electronics,Mobile Android,Domestic Rural,0,0,0
TXN_0011190,CUST_002182,204.2,2024-03-14 17:44:32,61.0,817,1,67.98,Grocery,Desktop Chrome,Domestic Suburban,0,0,0
TXN_0011191,CUST_006107,58.74,2024-04-22 07:11:53,50.0,794,3,79.0,Online Retail,Desktop Chrome,Domestic Suburban,0,0,0
TXN_0011192,CUST_000001,60.5,2024-05-24 13:01:55,48.0,820,3,39.82,Electronics,Mobile iOS,International Online,0,0,0
