applicant_id,income,loan_amount,loan_term_months,interest_rate,credit_score,employment_length_years,existing_debt,monthly_payment,dependents,home_ownership,loan_purpose,default
APP_013990,76129,12042,36,11.98,681,5.5,1990.0,399.85,2,OWN,small_business,0
APP_013991,75235,36768,36,15.41,612,2.8,211.0,1281.97,2,RENT,debt_consolidation,0
APP_013992,101050,17758,36,8.34,774,4.8,3990.0,559.26,1,MORTGAGE,debt_consolidation,0
APP_013993,53524,6570,36,11.43,735,7.1,18767.0,216.43,2,RENT,major_purchase,1
APP_013994,25962,17524,36,8.9,716,,2175.0,556.44,3,RENT,credit_card,0
APP_013995,73742,9116,60,15.35,655,0.9,11333.0,218.55,0,MORTGAGE,credit_card,0
APP_013996,98529,6729,60,13.47,721,1.0,39051.0,154.73,3,OWN,small_business,0
APP_013997,43018,26323,36,12.0,722,17.2,2902.0,874.3,2,OWN,home_improvement,0
APP_013998,25131,8166,36,12.6,683,1.1,5656.0,273.57,1,RENT,debt_consolidation,0
APP_013999,64286,36379,60,17.67,609,19.9,35564.0,917.27,1,RENT,debt_consolidation,1
APP_014000,49429,4016,60,13.55,653,4.5,9617.0,92.51,0,OWN,credit_card,0
APP_014001,77133,4528,60,10.09,790,17.9,20937.0,96.41,0,OWN,credit_card,0
APP_014002,47195,19034,36,5.17,835,0.9,9361.0,571.92,2,RENT,small_business,0
APP_014003,176966,7758,36,13.78,639,6.0,9428.0,264.32,2,RENT,credit_card,0
APP_014004,57120,4370,36,11.18,720,0.8,7082.0,143.44,1,MORTGAGE,credit_card,0
APP_014005,30080,20304,36,9.01,762,14.3,6849.0,645.76,1,RENT,credit_card,0
APP_014006,104629,23280,36,11.77,682,13.8,7907.0,770.67,1,MORTGAGE,credit_card,0
APP_014007,42956,9655,60,14.65,661,3.0,1168.0,227.92,0,OWN,debt_consolidation,0
APP_014008,79875,15357,36,12.86,646,1.7,9718.0,516.4,1,MORTGAGE,small_business,0
APP_014009,34009,8552,60,15.16,661,11.0,9433.0,204.17,0,MORTGAGE,home_improvement,1
APP_014010,29357,5389,36,11.84,691,2.5,10246.0,178.58,4,OWN,debt_consolidation,0
APP_014011,24767,10569,36,13.46,620,2.9,2956.0,358.46,0,RENT,major_purchase,0
APP_014012,225926,44783,36,13.41,653,10.9,28505.0,1517.78,0,MORTGAGE,credit_card,0
APP_014013,59357,12383,60,14.0,671,0.4,13037.0,288.13,2,RENT,small_business,0
APP_014014,53940,18668,60,13.63,689,3.4,,430.8,0,MORTGAGE,debt_consolidation,0
APP_014015,114023,8476,36,8.44,767,15.5,4470.0,267.33,0,MORTGAGE,debt_consolidation,0
APP_014016,144339,8466,60,18.56,549,0.7,,217.57,0,RENT,debt_consolidation,0
APP_014017,80044,6663,36,13.84,595,7.9,683.0,227.21,1,MORTGAGE,debt_consolidation,0
APP_014018,21633,9190,36,14.25,622,8.3,1571.0,315.21,4,MORTGAGE,credit_card,0
APP_014019,59495,32556,36,8.65,814,0.4,22618.0,1029.98,0,MORTGAGE,credit_card,0
APP_014020,93473,5555,36,10.03,740,5.0,14905.0,179.32,3,OWN,debt_consolidation,0
APP_014021,55905,24355,36,13.59,637,3.4,6864.0,827.55,0,MORTGAGE,credit_card,0
APP_014022,64661,32006,36,15.83,615,9.0,2124.0,1122.55,1,RENT,credit_card,0
APP_014023,32115,6919,60,17.49,600,18.3,7384.0,173.78,2,MORTGAGE,debt_consolidation,0
APP_014024,74544,43249,36,12.52,636,4.0,18247.0,1447.25,0,OWN,credit_card,0
APP_014025,78520,8029,60,11.42,769,6.4,657.0,176.26,3,RENT,debt_consolidation,0
APP_014026,55284,30495,36,13.2,670,15.2,28819.0,1030.44,1,MORTGAGE,debt_consolidation,1
APP_014027,82046,20332,60,10.64,791,4.1,68288.0,438.43,0,MORTGAGE,major_purchase,0
APP_014028,175022,6333,36,10.88,699,11.7,19896.0,206.97,1,MORTGAGE,medical,0
APP_014029,101778,25383,36,7.88,772,14.8,4306.0,794.01,4,MORTGAGE,medical,0
APP_014030,127876,22210,60,14.08,673,4.5,21721.0,517.71,3,MORTGAGE,debt_consolidation,0
APP_014031,61079,21354,60,15.75,630,4.5,5100.0,516.46,0,MORTGAGE,debt_consolidation,0
APP_014032,32495,11891,36,12.96,641,1.5,3120.0,400.43,1,MORTGAGE,debt_consolidation,0
APP_014033,157946,17560,60,15.66,608,7.2,30433.0,423.86,4,OWN,debt_consolidation,0
APP_014034,22389,15112,36,15.07,684,11.4,6681.0,524.38,2,RENT,debt_consolidation,0
APP_014035,66525,9660,36,15.46,606,0.4,20990.0,337.05,2,OWN,debt_consolidation,0
APP_014036,46664,9070,36,5.2,843,0.3,,272.65,0,MORTGAGE,debt_consolidation,0
APP_014037,65232,12003,60,6.47,819,9.3,31575.0,234.68,3,RENT,education,0
APP_014038,177091,7806,60,9.89,801,10.3,76031.0,165.43,4,MORTGAGE,medical,0
APP_014039,40779,12803,60,14.84,671,3.0,26976.0,303.51,0,OWN,major_purchase,0
APP_014040,54099,10357,36,9.17,780,0.6,10243.0,330.17,0,OWN,credit_card,0
APP_014041,47397,13549,36,10.54,713,1.9,13246.0,440.63,1,MORTGAGE,debt_consolidation,0
APP_014042,72977,34399,36,13.9,661,4.0,14421.0,1174.01,1,MORTGAGE,small_business,0
APP_014043,54013,9819,36,15.01,661,1.9,4642.0,340.43,0,MORTGAGE,debt_consolidation,0
APP_014044,76304,6298,36,10.46,735,10.8,23574.0,204.58,1,RENT,debt_consolidation,0
APP_014045,149345,12220,36,8.82,699,1.2,4825.0,387.57,0,MORTGAGE,debt_consolidation,0
APP_014046,107791,15220,36,11.48,669,0.2,12780.0,501.75,1,MORTGAGE,education,0
APP_014047,42903,2677,36,14.17,623,2.0,1388.0,91.71,0,RENT,debt_consolidation,0
APP_014048,31633,21352,36,12.81,627,1.7,32225.0,717.48,0,MORTGAGE,debt_consolidation,1
APP_014049,133053,21235,36,13.3,672,6.8,4692.0,718.56,0,MORTGAGE,debt_consolidation,0
APP_014050,64156,2187,36,6.91,766,1.5,9604.0,67.44,2,RENT,major_purchase,0
APP_014051,37338,3806,36,12.64,658,14.8,4744.0,127.58,4,RENT,credit_card,0
APP_014052,57910,10399,60,14.44,671,0.6,12316.0,244.35,0,MORTGAGE,debt_consolidation,0
APP_014053,29514,13654,36,9.04,805,0.4,2132.0,434.45,0,OWN,debt_consolidation,0
APP_014054,80472,24669,60,15.26,622,5.0,3461.0,590.25,0,RENT,home_improvement,0
APP_014055,36849,20483,60,15.11,660,1.9,2325.0,488.47,0,MORTGAGE,credit_card,0
APP_014056,47415,11296,36,12.09,642,1.3,5222.0,375.67,0,MORTGAGE,debt_consolidation,0
APP_014057,77475,9503,36,15.64,552,6.9,28115.0,332.41,0,MORTGAGE,debt_consolidation,1
APP_014058,184574,8026,36,8.19,792,12.9,58875.0,252.21,1,MORTGAGE,medical,0
APP_014059,79352,31939,36,13.86,615,6.8,12132.0,1089.43,0,MORTGAGE,credit_card,0
APP_014060,54581,10440,36,14.03,620,10.4,9189.0,356.97,1,MORTGAGE,medical,1
APP_014061,54887,10356,36,11.67,649,14.8,3679.0,342.34,2,MORTGAGE,small_business,0
APP_014062,158552,14454,36,12.65,672,9.6,15866.0,484.58,0,RENT,debt_consolidation,0
APP_014063,54048,12467,60,15.56,638,30.9,7467.0,300.27,0,MORTGAGE,major_purchase,0
APP_014064,51703,21782,36,13.05,669,3.3,19669.0,734.45,0,OWN,credit_card,0
APP_014065,83164,15529,36,8.53,773,0.2,5867.0,490.43,0,MORTGAGE,home_improvement,0
APP_014066,77049,48085,36,12.26,678,1.6,10684.0,1603.09,0,MORTGAGE,debt_consolidation,0
APP_014067,121430,6023,60,13.35,760,7.6,40793.0,138.12,2,MORTGAGE,debt_consolidation,0
APP_014068,34978,18383,36,14.51,623,0.5,,632.85,0,RENT,debt_consolidation,0
APP_014069,36490,4576,36,10.75,709,3.1,3628.0,149.27,1,RENT,medical,1
APP_014070,157861,13124,36,9.75,800,2.6,56005.0,421.94,2,MORTGAGE,debt_consolidation,0
APP_014071,145403,10035,60,10.76,758,17.9,12173.0,216.99,0,MORTGAGE,credit_card,0
APP_014072,186402,15024,36,13.19,598,1.6,14306.0,507.59,0,MORTGAGE,credit_card,0
APP_014073,80339,30034,36,8.27,750,5.9,11884.0,944.9,3,RENT,medical,0
APP_014074,118054,24985,36,9.72,782,1.7,6571.0,802.92,3,MORTGAGE,debt_consolidation,0
APP_014075,166680,15515,60,12.17,717,11.6,22184.0,346.46,2,MORTGAGE,small_business,0
APP_014076,73338,12556,36,12.73,616,4.0,1647.0,421.43,2,RENT,home_improvement,0
APP_014077,41688,14137,36,8.26,776,1.5,6392.0,444.7,3,RENT,debt_consolidation,0
APP_014078,92361,20783,60,11.4,730,16.7,,456.03,0,MORTGAGE,home_improvement,0
APP_014079,124489,17171,60,7.38,801,1.1,896.0,343.09,3,RENT,medical,0
APP_014080,97249,7098,36,14.41,643,13.9,24526.0,244.01,3,RENT,debt_consolidation,0
APP_014081,84720,8648,60,10.88,774,,14830.0,187.51,0,MORTGAGE,debt_consolidation,0
APP_014082,198972,11123,36,17.27,552,8.3,2942.0,398.06,1,RENT,debt_consolidation,0
APP_014083,45482,12548,36,8.4,746,1.7,6052.0,395.53,2,MORTGAGE,home_improvement,0
APP_014084,84955,6638,60,14.35,642,,3105.0,155.66,2,MORTGAGE,debt_consolidation,0
APP_014085,50140,33844,36,13.17,674,6.5,16936.0,1143.11,3,RENT,credit_card,1
APP_014086,162035,8444,36,10.9,696,14.3,114898.0,276.05,0,MORTGAGE,major_purchase,0
APP_014087,137522,65000,36,14.46,584,2.4,13813.0,2236.1,0,RENT,debt_consolidation,1
APP_014088,68424,10515,36,16.99,529,,8986.0,374.84,2,RENT,credit_card,1
APP_014089,25049,16908,60,12.87,735,4.1,5496.0,383.58,1,MORTGAGE,credit_card,0
APP_014090,75977,16306,36,11.55,711,1.6,12516.0,538.09,1,MORTGAGE,credit_card,0
APP_014091,86578,8602,60,15.09,667,1.2,20279.0,205.05,0,RENT,debt_consolidation,0
APP_014092,21226,13885,36,11.36,662,7.0,703.0,456.95,3,OWN,debt_consolidation,0
APP_014093,105009,11582,36,8.34,779,3.5,14006.0,364.76,2,RENT,debt_consolidation,1
APP_014094,93316,4015,36,17.7,515,1.1,4220.0,144.55,0,RENT,debt_consolidation,0
APP_014095,84595,13701,60,17.79,620,6.1,12085.0,346.35,2,MORTGAGE,debt_consolidation,0
APP_014096,56061,16112,60,17.09,629,0.7,5897.0,401.2,0,RENT,debt_consolidation,0
APP_014097,64004,23116,60,8.67,794,2.6,12202.0,476.16,1,RENT,debt_consolidation,0
APP_014098,92520,10983,36,15.48,582,5.7,16429.0,383.32,4,RENT,major_purchase,0
APP_014099,87684,4544,36,16.24,548,,6968.0,160.29,3,MORTGAGE,small_business,0
APP_014100,156239,16335,60,11.49,728,3.4,77734.0,359.17,1,MORTGAGE,major_purchase,1
APP_014101,53540,36139,60,13.39,739,4.2,4422.0,829.51,0,RENT,debt_consolidation,0
APP_014102,48312,11750,36,15.39,590,1.0,10266.0,409.57,0,MORTGAGE,debt_consolidation,0
APP_014103,231282,28693,36,18.06,548,0.7,41824.0,1038.18,2,RENT,debt_consolidation,0
APP_014104,64329,28966,60,15.99,656,1.1,18721.0,704.24,0,MORTGAGE,credit_card,1
APP_014105,155383,13043,36,13.21,638,,3469.0,440.79,1,MORTGAGE,debt_consolidation,0
APP_014106,18000,11722,60,15.27,625,12.6,6352.0,280.53,0,RENT,debt_consolidation,0
APP_014107,54200,24477,36,9.97,735,2.5,353.0,789.46,0,RENT,debt_consolidation,0
APP_014108,59990,18932,36,10.17,712,1.9,12754.0,612.39,0,RENT,debt_consolidation,0
APP_014109,87883,17284,36,7.83,764,18.0,14040.0,540.26,0,MORTGAGE,debt_consolidation,0
APP_014110,232766,6655,60,13.08,667,14.1,56908.0,151.69,0,MORTGAGE,debt_consolidation,0
APP_014111,109219,13043,36,9.12,742,9.0,79665.0,415.49,0,OWN,home_improvement,0
APP_014112,38296,25849,36,8.27,742,8.4,16887.0,813.24,1,MORTGAGE,debt_consolidation,0
APP_014113,63378,22430,36,9.39,757,0.9,8145.0,717.35,1,MORTGAGE,small_business,0
APP_014114,79321,10109,36,13.93,669,3.7,23698.0,345.16,0,RENT,credit_card,0
APP_014115,86399,9463,36,7.38,763,3.6,54058.0,293.84,0,RENT,debt_consolidation,1
APP_014116,40819,21789,36,9.46,754,9.6,16244.0,697.56,3,RENT,credit_card,0
APP_014117,63996,10468,60,15.92,621,5.1,11742.0,254.12,1,MORTGAGE,home_improvement,0
APP_014118,76421,8641,36,11.99,740,8.0,10226.0,286.96,0,MORTGAGE,debt_consolidation,0
APP_014119,55395,37391,36,11.62,702,3.5,1934.0,1235.14,4,RENT,debt_consolidation,0
APP_014120,53510,24563,36,15.08,564,4.3,6543.0,852.45,2,RENT,credit_card,0
APP_014121,199533,22364,36,11.65,672,3.9,6343.0,739.07,0,MORTGAGE,debt_consolidation,0
APP_014122,25546,9925,60,15.93,645,,1474.0,240.99,0,MORTGAGE,debt_consolidation,0
APP_014123,65905,9530,60,11.18,729,1.9,27892.0,208.06,2,OWN,debt_consolidation,0
APP_014124,21945,6789,60,14.04,629,2.2,8475.0,158.11,1,RENT,debt_consolidation,0
APP_014125,180611,22263,36,13.36,607,0.4,34324.0,753.99,1,MORTGAGE,debt_consolidation,0
APP_014126,183047,10237,36,9.76,754,5.5,,329.17,0,RENT,debt_consolidation,0
APP_014127,142919,5877,36,6.82,833,0.1,25265.0,180.98,2,RENT,credit_card,0
APP_014128,58399,9847,36,8.63,779,3.3,7444.0,311.44,0,RENT,small_business,0
APP_014129,98757,7694,36,15.53,614,8.8,32964.0,268.72,1,MORTGAGE,debt_consolidation,0
APP_014130,44791,30233,60,11.28,720,4.0,,661.57,0,OWN,home_improvement,0
APP_014131,48920,11595,36,18.02,564,6.3,19545.0,419.3,0,RENT,debt_consolidation,1
APP_014132,78604,18350,36,14.59,603,13.0,29336.0,632.43,1,RENT,small_business,1
APP_014133,76651,29740,36,11.55,742,4.3,17165.0,981.41,0,RENT,debt_consolidation,0
APP_014134,48065,11904,60,13.72,702,4.2,12068.0,275.26,0,OWN,home_improvement,0
APP_014135,57454,12411,36,9.12,751,27.5,9715.0,395.36,0,RENT,debt_consolidation,0
APP_014136,77192,3644,36,7.21,792,1.5,5339.0,112.87,1,RENT,debt_consolidation,0
APP_014137,39644,26759,36,7.14,758,1.1,11273.0,827.95,1,RENT,credit_card,0
APP_014138,61231,16425,60,10.86,712,12.8,4322.0,355.97,2,RENT,debt_consolidation,0
APP_014139,40582,10005,36,15.8,590,16.0,45246.0,350.76,0,MORTGAGE,debt_consolidation,1
APP_014140,156159,5316,60,12.3,752,2.9,6696.0,119.06,2,RENT,debt_consolidation,0
APP_014141,41387,27145,36,15.08,615,22.0,14106.0,942.05,2,MORTGAGE,home_improvement,0
APP_014142,87616,10883,60,16.32,594,10.5,42143.0,266.51,2,RENT,education,1
APP_014143,69889,7227,36,9.49,760,1.8,17410.0,231.47,3,MORTGAGE,debt_consolidation,0
APP_014144,121756,10729,60,6.8,816,1.6,24199.0,211.44,3,RENT,small_business,0
APP_014145,125002,17398,36,15.45,538,2.0,18370.0,606.95,2,RENT,debt_consolidation,0
APP_014146,199218,19320,36,14.75,635,1.1,13738.0,667.37,0,RENT,home_improvement,0
APP_014147,75007,14298,36,9.02,782,0.6,5250.0,454.81,1,RENT,debt_consolidation,0
APP_014148,33763,6663,36,13.25,677,2.9,,225.31,3,RENT,home_improvement,0
APP_014149,109539,3348,36,13.39,628,1.2,19800.0,113.44,1,MORTGAGE,home_improvement,0
APP_014150,52168,2524,36,12.81,669,16.8,4052.0,84.81,4,MORTGAGE,debt_consolidation,0
APP_014151,58843,15161,60,12.5,655,0.8,9133.0,341.09,2,MORTGAGE,debt_consolidation,0
APP_014152,52869,6907,60,12.08,701,6.4,18700.0,153.92,1,MORTGAGE,home_improvement,0
APP_014153,66463,18546,60,13.69,705,11.2,21116.0,428.56,1,MORTGAGE,major_purchase,0
APP_014154,159249,28366,36,10.81,744,1.8,261.0,926.12,2,RENT,education,0
APP_014155,47574,10207,36,12.83,646,0.5,8610.0,343.08,0,RENT,credit_card,0
APP_014156,39742,19740,36,14.27,601,0.2,17860.0,677.26,1,MORTGAGE,debt_consolidation,0
APP_014157,63564,7275,36,12.2,690,9.4,22901.0,242.33,2,OWN,medical,0
APP_014158,38800,23681,36,11.18,725,6.8,4552.0,777.31,0,RENT,credit_card,0
APP_014159,91355,11899,60,11.39,731,9.0,29985.0,261.03,2,MORTGAGE,home_improvement,0
APP_014160,77842,18101,36,12.02,623,0.5,3486.0,601.39,2,RENT,debt_consolidation,0
APP_014161,42365,19061,60,7.26,836,2.9,13884.0,379.77,4,RENT,credit_card,0
APP_014162,77553,5133,36,14.48,639,2.0,8562.0,176.63,0,OWN,debt_consolidation,0
APP_014163,99966,13649,36,12.78,659,11.6,24558.0,458.44,0,MORTGAGE,small_business,1
APP_014164,50111,15743,36,15.54,570,9.9,1540.0,549.91,0,MORTGAGE,debt_consolidation,0
APP_014165,242233,9266,60,11.23,732,4.2,39795.0,202.53,0,MORTGAGE,medical,0
APP_014166,42454,9518,36,13.16,632,1.8,15065.0,321.43,2,MORTGAGE,debt_consolidation,0
APP_014167,31628,21348,36,14.42,601,15.0,1245.0,733.99,0,MORTGAGE,home_improvement,0
APP_014168,61561,7958,36,9.18,728,3.7,9510.0,253.73,0,RENT,debt_consolidation,0
APP_014169,264878,29141,36,12.12,715,4.9,21176.0,969.57,1,MORTGAGE,debt_consolidation,0
APP_014170,24963,11918,36,6.11,844,9.4,11612.0,363.16,0,MORTGAGE,debt_consolidation,1
APP_014171,106546,11814,60,11.71,698,4.8,34303.0,261.07,3,MORTGAGE,debt_consolidation,0
APP_014172,26007,4138,36,12.76,612,16.5,2104.0,138.95,0,MORTGAGE,debt_consolidation,0
APP_014173,55338,28997,60,10.09,838,,24703.0,617.39,0,MORTGAGE,debt_consolidation,0
APP_014174,96384,25620,36,10.89,710,1.3,5327.0,837.43,0,MORTGAGE,debt_consolidation,0
APP_014175,192534,11872,60,10.6,677,0.1,9028.0,255.76,0,RENT,credit_card,0
APP_014176,79583,4327,36,8.88,814,7.1,4947.0,137.36,0,RENT,debt_consolidation,0
APP_014177,163564,36458,36,15.71,629,4.8,13963.0,1276.54,0,MORTGAGE,small_business,0
APP_014178,146397,45479,60,15.18,634,0.8,14901.0,1086.24,0,RENT,debt_consolidation,0
APP_014179,151555,8481,36,11.71,671,5.3,2014.0,280.52,0,RENT,debt_consolidation,0
APP_014180,78273,9318,36,15.32,565,15.5,17628.0,324.47,1,MORTGAGE,credit_card,1
APP_014181,25476,11598,36,8.98,760,,3314.0,368.71,1,RENT,credit_card,0
APP_014182,46983,31713,36,14.87,631,5.1,5616.0,1097.32,1,MORTGAGE,major_purchase,0
APP_014183,32484,8796,36,8.85,751,2.4,8800.0,279.1,1,RENT,debt_consolidation,0
APP_014184,100756,11054,36,11.95,691,17.7,12078.0,366.89,4,RENT,home_improvement,0
APP_014185,80228,6737,36,15.1,591,6.5,30415.0,233.87,4,OWN,credit_card,0
APP_014186,113184,12373,36,9.6,758,6.0,43536.0,396.92,1,MORTGAGE,debt_consolidation,0
APP_014187,66682,5958,36,10.17,739,,5489.0,192.72,3,MORTGAGE,home_improvement,0
APP_014188,87582,5377,60,9.67,802,0.7,11743.0,113.37,0,MORTGAGE,credit_card,0
APP_014189,44124,21906,60,6.7,811,6.8,112.0,430.67,1,MORTGAGE,debt_consolidation,0
APP_014190,54098,9719,36,9.62,710,14.3,17157.0,311.87,2,MORTGAGE,debt_consolidation,0
APP_014191,54867,17026,36,12.45,682,1.3,9790.0,569.17,0,OWN,debt_consolidation,0
APP_014192,75957,18202,36,10.99,688,8.7,713.0,595.82,1,MORTGAGE,debt_consolidation,0
APP_014193,47098,26974,36,12.32,727,1.3,,900.05,3,MORTGAGE,credit_card,0
APP_014194,66696,6236,36,13.28,647,1.1,17085.0,210.96,1,MORTGAGE,debt_consolidation,1
APP_014195,43357,9704,60,14.48,688,3.8,2109.0,228.22,0,MORTGAGE,small_business,1
APP_014196,89306,8727,36,13.81,597,0.0,,297.46,0,RENT,debt_consolidation,0
APP_014197,49395,28494,36,13.8,599,1.2,5827.0,971.09,2,MORTGAGE,small_business,0
APP_014198,64660,36446,60,17.77,638,3.1,37532.0,920.93,1,MORTGAGE,credit_card,1
APP_014199,107779,15360,60,12.26,733,12.6,3013.0,343.7,0,MORTGAGE,home_improvement,0
APP_014200,164189,10109,36,18.21,539,5.7,12269.0,366.53,0,MORTGAGE,debt_consolidation,1
APP_014201,148278,30505,36,12.32,719,21.0,32002.0,1017.87,4,MORTGAGE,home_improvement,0
APP_014202,31447,21226,36,11.3,715,8.7,8388.0,697.93,1,RENT,debt_consolidation,0
APP_014203,54648,9972,60,13.97,722,9.9,39766.0,231.88,3,RENT,debt_consolidation,1
APP_014204,88038,28651,36,10.25,714,8.2,1906.0,927.85,1,MORTGAGE,credit_card,0
APP_014205,139714,18999,36,9.24,725,22.7,41777.0,606.29,0,MORTGAGE,education,1
APP_014206,49735,20402,36,12.73,721,2.2,5156.0,684.77,3,MORTGAGE,major_purchase,0
APP_014207,76326,11370,36,10.81,711,0.4,1185.0,371.22,0,RENT,debt_consolidation,0
APP_014208,147706,18606,36,12.88,632,5.2,68584.0,625.83,3,OWN,small_business,0
APP_014209,38948,14293,36,11.8,653,2.5,2661.0,473.37,3,MORTGAGE,debt_consolidation,0
APP_014210,48399,9368,60,10.94,718,,1133.0,203.4,2,MORTGAGE,major_purchase,0
APP_014211,45259,12305,60,14.57,689,7.0,3774.0,289.97,3,MORTGAGE,credit_card,0
APP_014212,73768,9456,60,18.02,607,1.6,12364.0,240.22,4,OWN,debt_consolidation,0
APP_014213,99757,6614,36,8.29,768,0.5,10090.0,208.14,0,RENT,debt_consolidation,0
APP_014214,38745,13473,60,11.13,729,15.3,18635.0,293.81,0,RENT,debt_consolidation,0
APP_014215,66212,6349,36,15.92,645,13.9,16356.0,222.96,0,MORTGAGE,credit_card,0
APP_014216,73283,35820,60,14.74,648,1.2,25314.0,847.27,0,MORTGAGE,home_improvement,1
APP_014217,24357,11756,60,14.48,643,4.7,1552.0,276.48,0,OWN,debt_consolidation,0
APP_014218,63316,12827,36,10.6,712,3.5,4529.0,417.51,3,RENT,debt_consolidation,0
APP_014219,69826,7762,36,9.48,695,1.3,12002.0,248.57,2,MORTGAGE,debt_consolidation,0
APP_014220,91604,14097,36,7.51,820,3.1,652.0,438.57,0,RENT,home_improvement,0
APP_014221,153267,3759,60,16.29,639,9.5,2669.0,91.99,4,MORTGAGE,debt_consolidation,0
APP_014222,49253,8956,60,12.0,705,11.7,3803.0,199.22,1,RENT,small_business,0
APP_014223,70072,13326,60,12.39,726,10.8,335.0,299.06,1,OWN,major_purchase,0
APP_014224,41657,12860,36,12.67,657,7.4,2157.0,431.26,0,MORTGAGE,credit_card,0
APP_014225,64251,15828,60,16.16,670,,42149.0,386.25,3,MORTGAGE,debt_consolidation,1
APP_014226,60507,24727,60,13.79,700,11.9,12652.0,572.67,0,MORTGAGE,debt_consolidation,0
APP_014227,110705,23096,60,12.91,714,8.6,4486.0,524.44,0,RENT,debt_consolidation,0
APP_014228,60017,40511,60,11.58,799,1.8,14625.0,892.57,2,OWN,debt_consolidation,0
APP_014229,292206,2967,60,15.06,655,2.6,76732.0,70.68,1,MORTGAGE,debt_consolidation,0
APP_014230,91573,7130,60,12.57,697,1.2,6878.0,160.66,0,MORTGAGE,credit_card,0
APP_014231,65331,6774,60,7.75,810,6.3,,136.54,3,MORTGAGE,small_business,0
APP_014232,70890,12651,36,14.75,632,0.5,7746.0,437.0,0,MORTGAGE,home_improvement,0
APP_014233,65883,10175,36,8.42,777,0.4,13127.0,320.82,0,RENT,credit_card,0
APP_014234,46541,10410,60,14.57,633,0.9,15267.0,245.31,0,MORTGAGE,credit_card,0
APP_014235,70119,20985,36,15.63,609,0.4,1390.0,733.94,2,MORTGAGE,debt_consolidation,0
APP_014236,37253,25145,36,13.52,628,2.1,2536.0,853.55,0,OWN,home_improvement,0
APP_014237,21624,8154,36,12.92,647,5.5,,274.43,0,RENT,debt_consolidation,0
APP_014238,38271,25832,60,16.23,678,3.8,7344.0,631.35,3,OWN,debt_consolidation,0
APP_014239,60920,26089,36,15.8,582,1.2,20038.0,914.64,2,MORTGAGE,small_business,1
APP_014240,62362,11416,36,11.81,675,4.3,24990.0,378.14,1,RENT,major_purchase,1
APP_014241,94214,13261,36,7.16,773,1.2,27488.0,410.43,0,RENT,credit_card,0
APP_014242,104969,2726,60,15.61,598,4.4,2288.0,65.73,1,MORTGAGE,debt_consolidation,0
APP_014243,126011,22815,36,8.63,740,5.9,10118.0,721.59,0,OWN,debt_consolidation,0
APP_014244,45738,18372,36,13.15,672,0.9,23484.0,620.35,1,MORTGAGE,debt_consolidation,0
APP_014245,44053,29735,36,12.29,676,0.7,6960.0,991.75,0,RENT,debt_consolidation,0
APP_014246,38195,11535,36,10.53,719,4.5,630.0,375.08,2,RENT,debt_consolidation,0
APP_014247,81080,2279,60,7.94,812,8.5,61894.0,46.14,0,RENT,debt_consolidation,0
APP_014248,43809,4101,60,10.39,740,5.5,13844.0,87.92,2,MORTGAGE,medical,0
APP_014249,76934,13694,36,15.33,597,,2175.0,476.92,1,RENT,credit_card,0
APP_014250,45985,7561,36,11.6,678,1.0,25164.0,249.69,2,RENT,home_improvement,1
APP_014251,40415,8507,36,16.07,533,0.6,13079.0,299.37,1,RENT,debt_consolidation,1
APP_014252,66347,12204,36,14.36,604,10.5,28503.0,419.24,1,RENT,small_business,1
APP_014253,44579,14944,36,4.5,848,2.3,10456.0,444.54,3,MORTGAGE,credit_card,0
APP_014254,35704,6979,60,12.58,695,3.5,3908.0,157.3,0,MORTGAGE,major_purchase,1
APP_014255,56855,13271,60,17.55,567,5.2,16701.0,333.76,1,MORTGAGE,major_purchase,0
APP_014256,31422,7890,36,9.76,736,1.4,540.0,253.7,0,RENT,credit_card,0
APP_014257,87580,24426,36,12.24,685,1.5,10220.0,814.1,1,MORTGAGE,debt_consolidation,0
APP_014258,41462,17990,36,9.21,716,,7944.0,573.84,2,MORTGAGE,credit_card,0
APP_014259,20888,14099,36,6.44,850,20.0,,431.74,3,MORTGAGE,home_improvement,0
APP_014260,35086,16655,36,6.44,803,9.5,3235.0,510.0,2,MORTGAGE,credit_card,0
APP_014261,114508,14706,60,14.11,738,2.3,6482.0,343.02,0,MORTGAGE,debt_consolidation,0
APP_014262,21033,14197,36,10.35,729,0.7,1572.0,460.43,3,MORTGAGE,credit_card,0
APP_014263,32698,7514,36,14.01,646,2.1,11316.0,256.85,0,RENT,debt_consolidation,0
APP_014264,58038,21039,60,10.51,786,2.2,12678.0,452.31,1,RENT,debt_consolidation,0
APP_014265,48141,11993,36,12.86,748,0.0,,403.28,1,MORTGAGE,credit_card,0
APP_014266,56466,21607,36,13.97,632,,17391.0,738.16,0,MORTGAGE,debt_consolidation,1
APP_014267,79335,15375,60,11.03,697,2.6,6880.0,334.52,0,MORTGAGE,debt_consolidation,0
APP_014268,120773,4616,60,15.49,662,0.5,54379.0,111.01,0,RENT,debt_consolidation,0
APP_014269,74851,19768,36,7.08,783,2.0,3869.0,611.1,0,MORTGAGE,debt_consolidation,0
APP_014270,82429,17277,60,11.25,778,10.4,1026.0,377.8,2,RENT,credit_card,0
APP_014271,54080,9293,36,12.43,686,,963.0,310.57,4,RENT,credit_card,0
APP_014272,60068,5395,36,13.99,620,13.9,27314.0,184.36,2,RENT,debt_consolidation,0
